pdb	alpha_helical(%)	beta_strand(%)	coil(%)
2beo	47.16	27.88	24.96
3tt0	47.16	27.88	24.96
2qoh	47.16	27.88	24.96
1sqn	47.16	27.88	24.96
1tqv	47.16	27.88	24.96
8cb4	47.16	27.88	24.96
8f8z	47.16	27.89	24.96
4ucx	47.15	27.89	24.96
6m6x	47.15	27.89	24.96
1vjy	47.15	27.89	24.96
2w3c	47.16	27.89	24.96
1t0r	47.16	27.89	24.96
5enq	47.15	27.89	24.96
4uwb	47.15	27.89	24.96
8cb8	47.15	27.89	24.96
5ipl	47.14	27.89	24.96
3rh5	47.14	27.89	24.96
2yko	47.14	27.89	24.96
1e7d	47.14	27.89	24.96
8atp	47.14	27.89	24.96
3v1e	47.14	27.89	24.96
3bk9	47.15	27.89	24.96
8gmd	47.15	27.89	24.96
4yfn	47.13	27.9	24.97
3dxk	47.13	27.9	24.97
2w6e	47.13	27.91	24.97
6j5l	47.12	27.91	24.97
8k84	47.13	27.9	24.97
5y2h	47.13	27.9	24.97
7pcb	47.13	27.9	24.97
4jkq	47.13	27.9	24.97
1opl	47.12	27.91	24.97
6gkv	47.12	27.91	24.97
3myi	47.12	27.91	24.97
5ymr	47.12	27.91	24.97
5jkm	47.13	27.9	24.97
4eef	47.12	27.9	24.97
4d0x	47.12	27.91	24.97
3kdz	47.13	27.9	24.97
5olu	47.13	27.9	24.97
6jy4	47.13	27.9	24.97
6tfp	47.13	27.91	24.97
3ms9	47.12	27.91	24.97
6qvy	47.12	27.91	24.97
8ici	47.12	27.91	24.97
7kjc	47.12	27.91	24.97
4umv	47.12	27.91	24.97
2nox	47.13	27.9	24.96
4ryi	47.13	27.9	24.96
7wzb	47.14	27.9	24.96
2rjr	47.14	27.9	24.96
6w2q	47.14	27.9	24.96
8bz9	47.14	27.9	24.96
4fjq	47.14	27.9	24.96
5ceo	47.14	27.9	24.96
5yst	47.14	27.9	24.96
7mnm	47.14	27.9	24.96
7mq2	47.14	27.9	24.96
2hhs	47.14	27.9	24.96
7q37	47.14	27.9	24.96
7mh5	47.14	27.9	24.96
7xq4	47.14	27.9	24.96
1pw9	47.14	27.9	24.96
3duh	47.14	27.9	24.96
7k5f	47.15	27.9	24.96
5xu1	47.15	27.9	24.96
5v01	47.14	27.9	24.96
7exp	47.14	27.9	24.96
6wba	47.14	27.9	24.96
6gs1	47.15	27.9	24.96
4trq	47.15	27.89	24.96
2chn	47.14	27.9	24.96
7upp	47.15	27.89	24.96
4tyg	47.15	27.89	24.96
4j11	47.15	27.89	24.96
4d1d	47.15	27.89	24.96
4lkm	47.15	27.89	24.96
3ly7	47.15	27.89	24.96
4i4c	47.15	27.89	24.96
1nk0	47.15	27.89	24.96
4fl1	47.15	27.89	24.96
7sh3	47.15	27.89	24.96
6ec0	47.15	27.89	24.96
3ccs	47.14	27.9	24.96
1zsp	47.14	27.9	24.96
8cxs	47.13	27.9	24.96
8qv7	47.14	27.9	24.96
7vgu	47.14	27.9	24.96
1jqo	47.14	27.9	24.96
6prk	47.14	27.9	24.96
7b97	47.14	27.9	24.96
5x14	47.14	27.9	24.96
7q1s	47.15	27.9	24.96
8anq	47.15	27.89	24.95
3px6	47.15	27.89	24.95
4h1u	47.15	27.89	24.96
8iqw	47.16	27.89	24.95
3gt5	47.16	27.89	24.95
7kie	47.16	27.89	24.95
3czs	47.15	27.89	24.96
1mru	47.15	27.89	24.96
2o7e	47.15	27.89	24.95
6z7d	47.15	27.89	24.95
3ns0	47.16	27.89	24.95
4ry2	47.16	27.89	24.95
1m5x	47.16	27.89	24.95
1wkz	47.16	27.89	24.95
8flv	47.16	27.89	24.95
7rj6	47.16	27.89	24.95
5l47	47.15	27.89	24.95
4ziu	47.15	27.89	24.95
5mnt	47.15	27.9	24.95
2c9n	47.15	27.9	24.95
8cxy	47.15	27.9	24.95
6nq8	47.15	27.9	24.95
1jkv	47.15	27.9	24.95
1zva	47.15	27.9	24.95
4dqr	47.15	27.9	24.95
4oww	47.15	27.9	24.95
4c95	47.15	27.9	24.95
5t4c	47.15	27.9	24.96
8fms	47.15	27.9	24.96
7m48	47.15	27.9	24.96
3aon	47.15	27.9	24.96
3ka9	47.15	27.9	24.96
3fqs	47.15	27.9	24.96
7kqu	47.15	27.9	24.96
5cdq	47.15	27.9	24.96
5m0i	47.15	27.9	24.95
4unz	47.14	27.9	24.96
1yye	47.14	27.9	24.96
5ie9	47.14	27.9	24.96
5ipm	47.14	27.9	24.96
4buj	47.13	27.9	24.96
4pw4	47.13	27.9	24.96
3eyz	47.13	27.9	24.96
1sm2	47.13	27.9	24.96
6gdt	47.13	27.9	24.97
5t16	47.13	27.9	24.97
4gcz	47.13	27.9	24.97
5up7	47.13	27.9	24.97
5fd9	47.13	27.9	24.97
7d8h	47.13	27.9	24.97
5xny	47.14	27.9	24.96
8auy	47.14	27.9	24.96
3qtm	47.14	27.9	24.96
1bgw	47.14	27.9	24.96
5lh9	47.13	27.9	24.97
5v33	47.13	27.9	24.97
8tur	47.14	27.9	24.97
8p1q	47.14	27.9	24.97
7v9b	47.14	27.9	24.97
7c52	47.14	27.9	24.96
7a9w	47.14	27.9	24.96
4dsj	47.14	27.9	24.96
4rj5	47.14	27.9	24.96
4z3n	47.14	27.9	24.96
4rg6	47.14	27.89	24.96
4fx4	47.14	27.89	24.96
7b0i	47.14	27.89	24.96
7unp	47.14	27.9	24.96
1qko	47.14	27.89	24.96
6yxg	47.14	27.9	24.96
3gwv	47.14	27.89	24.96
6qob	47.15	27.89	24.96
6es9	47.15	27.89	24.96
6p1o	47.15	27.89	24.96
3kkb	47.15	27.89	24.96
7mh9	47.15	27.89	24.96
5yvi	47.15	27.89	24.96
1tk0	47.15	27.89	24.96
7z3r	47.15	27.89	24.96
3d6b	47.15	27.89	24.96
5ite	47.15	27.89	24.96
6hxv	47.15	27.89	24.96
7k5g	47.16	27.89	24.96
1rxq	47.16	27.89	24.95
5sdk	47.16	27.89	24.96
8fmt	47.16	27.88	24.95
3esk	47.16	27.88	24.95
8w8n	47.15	27.89	24.96
7lvi	47.15	27.89	24.96
4v05	47.15	27.89	24.96
3h3z	47.15	27.89	24.96
4itt	47.15	27.89	24.96
6ijc	47.16	27.88	24.96
3s3a	47.16	27.88	24.96
8qd3	47.16	27.88	24.96
7phu	47.15	27.89	24.96
7wsx	47.15	27.89	24.96
2v5f	47.15	27.89	24.96
4jdd	47.15	27.89	24.96
6y11	47.16	27.89	24.96
6ltp	47.16	27.89	24.96
3kd7	47.16	27.89	24.96
3ihu	47.16	27.89	24.96
1ld8	47.16	27.88	24.96
5a45	47.16	27.88	24.96
5uh9	47.15	27.89	24.96
5aij	47.15	27.89	24.96
6jiv	47.15	27.89	24.96
3kcc	47.15	27.89	24.96
5ow2	47.15	27.89	24.96
2y01	47.16	27.89	24.96
2i1x	47.16	27.88	24.96
6wmv	47.16	27.88	24.96
5cw5	47.16	27.88	24.96
4pjv	47.16	27.89	24.96
1oh5	47.16	27.89	24.96
4klu	47.16	27.89	24.96
7xuz	47.16	27.89	24.96
4xg4	47.16	27.89	24.96
4k8a	47.15	27.89	24.96
6lyq	47.15	27.89	24.96
3l8v	47.15	27.89	24.96
5x8k	47.15	27.89	24.96
3bu8	47.15	27.89	24.96
3v5q	47.15	27.89	24.96
5fbn	47.15	27.89	24.96
3vw5	47.15	27.89	24.96
6g6h	47.15	27.89	24.96
8eqr	47.15	27.89	24.96
7xkg	47.14	27.89	24.97
5kpj	47.15	27.89	24.97
7o5u	47.15	27.89	24.96
6y6b	47.15	27.89	24.96
4knb	47.15	27.89	24.96
6vni	47.15	27.89	24.97
4avm	47.15	27.89	24.96
1dkg	47.15	27.89	24.96
7v7w	47.14	27.89	24.97
5bqi	47.15	27.89	24.97
2rib	47.14	27.89	24.97
7avt	47.15	27.89	24.97
4puc	47.15	27.89	24.97
1mq2	47.14	27.89	24.97
5ayn	47.15	27.89	24.96
7yc3	47.15	27.89	24.97
4kyd	47.15	27.89	24.97
6qzr	47.15	27.88	24.96
3k5l	47.15	27.88	24.96
7vp8	47.15	27.88	24.96
6f2p	47.15	27.89	24.97
5un5	47.15	27.89	24.97
3zpr	47.15	27.88	24.96
3m0d	47.15	27.88	24.96
5up9	47.16	27.88	24.96
4h69	47.15	27.89	24.96
4ryq	47.15	27.89	24.96
6fos	47.15	27.88	24.96
4n9i	47.15	27.88	24.96
7kte	47.15	27.88	24.96
6ctp	47.15	27.88	24.96
3wvu	47.15	27.88	24.96
3gp4	47.15	27.88	24.96
4cyj	47.15	27.88	24.96
6c95	47.15	27.88	24.96
6jy9	47.16	27.88	24.96
5kj7	47.15	27.88	24.96
6ey2	47.15	27.88	24.96
6bzz	47.15	27.89	24.96
2d2s	47.15	27.89	24.96
3etx	47.15	27.88	24.96
4eot	47.16	27.88	24.96
4hvg	47.15	27.88	24.96
1ry5	47.15	27.88	24.96
8jj6	47.16	27.88	24.96
6aub	47.16	27.88	24.96
7nk5	47.16	27.88	24.96
7obl	47.16	27.88	24.96
8guo	47.16	27.88	24.96
1cpy	47.16	27.88	24.96
3otn	47.16	27.88	24.96
5i2d	47.14	27.89	24.97
6mny	47.14	27.89	24.97
5e6q	47.14	27.89	24.97
1ayx	47.14	27.89	24.97
6pzq	47.14	27.89	24.97
5ac5	47.14	27.89	24.97
5o5k	47.14	27.89	24.97
6tc0	47.14	27.89	24.97
5omb	47.14	27.89	24.97
1i6x	47.14	27.89	24.97
6upx	47.13	27.89	24.98
3m5i	47.12	27.9	24.98
6s7j	47.13	27.89	24.98
6p1q	47.13	27.89	24.98
7ybp	47.13	27.89	24.98
3b8m	47.13	27.89	24.98
8ovz	47.13	27.9	24.98
6afv	47.13	27.89	24.98
4ttt	47.13	27.89	24.98
2yfd	47.13	27.89	24.98
4kpp	47.14	27.89	24.97
5nwz	47.14	27.89	24.97
4hmk	47.14	27.89	24.97
2q1k	47.14	27.89	24.97
4hh3	47.14	27.89	24.97
3e1r	47.14	27.89	24.97
6vhg	47.14	27.89	24.97
2yev	47.14	27.89	24.97
3hiu	47.15	27.88	24.97
8x7z	47.15	27.88	24.97
5cmw	47.15	27.88	24.97
8gv6	47.14	27.89	24.97
5wau	47.14	27.89	24.97
2w6h	47.14	27.89	24.97
3vib	47.14	27.89	24.97
5uwp	47.14	27.89	24.97
5xby	47.15	27.89	24.97
3k54	47.14	27.89	24.97
1bgc	47.15	27.89	24.97
1yfj	47.14	27.89	24.97
5cwi	47.14	27.89	24.97
4f5o	47.14	27.89	24.97
5d6l	47.14	27.89	24.97
2rai	47.15	27.89	24.97
1f59	47.15	27.88	24.97
4r63	47.15	27.88	24.97
3dyg	47.15	27.88	24.96
4jtv	47.14	27.89	24.97
3wtf	47.14	27.89	24.97
3q1o	47.14	27.89	24.97
4yk1	47.14	27.89	24.97
1gkx	47.14	27.89	24.97
4n2x	47.15	27.89	24.97
3fzo	47.15	27.89	24.97
4p09	47.15	27.89	24.97
5vry	47.15	27.89	24.97
6vie	47.14	27.89	24.97
5zkq	47.15	27.88	24.97
5j0y	47.15	27.88	24.97
5ocm	47.15	27.88	24.97
2pvf	47.15	27.88	24.97
1jm6	47.15	27.88	24.97
7xvo	47.15	27.88	24.97
4kk1	47.17	27.87	24.96
2y3a	47.17	27.88	24.96
6wgv	47.17	27.88	24.96
1u6k	47.17	27.88	24.96
3m8r	47.17	27.87	24.96
1fha	47.17	27.87	24.96
2x3o	47.17	27.87	24.96
1vf6	47.17	27.87	24.96
7jgo	47.17	27.87	24.96
2qoi	47.17	27.87	24.96
5j0s	47.17	27.87	24.96
1was	47.17	27.87	24.96
7owv	47.17	27.87	24.96
6e8j	47.17	27.87	24.96
2v6x	47.17	27.87	24.96
7eey	47.17	27.87	24.96
7ex7	47.17	27.87	24.96
5eqy	47.17	27.87	24.96
5dir	47.17	27.87	24.96
3f7c	47.17	27.87	24.96
1iq1	47.18	27.87	24.95
5jhf	47.18	27.87	24.95
6czy	47.18	27.87	24.95
7udv	47.18	27.87	24.95
7xa2	47.18	27.87	24.95
2jit	47.18	27.87	24.95
4toh	47.18	27.87	24.95
4ijj	47.18	27.87	24.95
5osi	47.18	27.87	24.95
5h2o	47.18	27.87	24.95
2fje	47.18	27.87	24.95
4ay2	47.18	27.87	24.95
7ba6	47.18	27.87	24.95
8pnh	47.18	27.87	24.95
4aqy	47.17	27.87	24.95
7vir	47.17	27.87	24.95
2wuj	47.17	27.87	24.95
4jio	47.18	27.87	24.95
5bnw	47.18	27.87	24.95
5gna	47.18	27.87	24.95
3pik	47.18	27.87	24.95
5br2	47.18	27.87	24.95
3e0s	47.18	27.87	24.95
5knb	47.18	27.87	24.95
4c57	47.17	27.87	24.95
7aam	47.18	27.87	24.95
8pqd	47.17	27.87	24.95
7k02	47.18	27.87	24.95
5zco	47.18	27.87	24.95
1nk8	47.18	27.87	24.95
2akf	47.18	27.87	24.95
1xvc	47.19	27.87	24.95
6rse	47.19	27.87	24.95
6nss	47.19	27.87	24.95
6sqy	47.19	27.87	24.95
4auv	47.19	27.87	24.95
6yxv	47.19	27.87	24.95
1hgj	47.18	27.87	24.95
4qpe	47.18	27.87	24.95
4o4c	47.18	27.87	24.95
4i2z	47.18	27.87	24.95
6sor	47.18	27.87	24.95
5z0r	47.18	27.87	24.95
7nk3	47.18	27.87	24.95
4md2	47.18	27.87	24.95
1hqj	47.18	27.87	24.95
2frv	47.18	27.87	24.95
3bbt	47.17	27.87	24.95
4mt6	47.17	27.87	24.95
8f1z	47.17	27.87	24.95
5o49	47.17	27.87	24.95
3kv4	47.17	27.87	24.95
4jau	47.17	27.87	24.95
5hzy	47.17	27.88	24.95
4ug2	47.17	27.87	24.95
8ry2	47.17	27.88	24.95
2qok	47.17	27.88	24.96
3ehf	47.17	27.88	24.95
3uty	47.17	27.88	24.95
3ly8	47.17	27.88	24.95
4gxu	47.15	27.89	24.96
3gw6	47.14	27.89	24.97
1hxg	47.14	27.89	24.97
8j0y	47.14	27.89	24.97
3c2g	47.15	27.89	24.96
5dis	47.15	27.89	24.96
6bkw	47.15	27.89	24.96
3kyj	47.15	27.89	24.96
2qj0	47.15	27.89	24.96
2nw7	47.15	27.89	24.96
7x8u	47.15	27.89	24.96
1fz8	47.16	27.88	24.96
3gfi	47.16	27.88	24.96
8u4a	47.16	27.88	24.96
1rzt	47.16	27.88	24.96
3qou	47.16	27.88	24.96
8cnr	47.16	27.88	24.96
4cz9	47.16	27.88	24.96
3f3p	47.15	27.89	24.96
5bqy	47.15	27.89	24.96
5voi	47.14	27.89	24.97
3r2r	47.14	27.89	24.97
2p0n	47.14	27.89	24.97
1sa4	47.14	27.89	24.97
6lp3	47.14	27.89	24.97
5ww4	47.14	27.89	24.97
5tjw	47.14	27.89	24.97
5k0x	47.14	27.89	24.97
8pq9	47.14	27.89	24.97
1nk5	47.14	27.89	24.97
1hg5	47.14	27.89	24.97
7el3	47.14	27.89	24.97
5eom	47.14	27.89	24.97
5xbw	47.14	27.89	24.97
6dyi	47.14	27.89	24.97
6e45	47.14	27.89	24.97
8d76	47.14	27.89	24.97
5xq1	47.14	27.89	24.97
4wd8	47.14	27.89	24.97
4wd5	47.14	27.89	24.97
3buq	47.14	27.89	24.97
3hah	47.14	27.89	24.97
6q4p	47.14	27.89	24.97
3vmx	47.14	27.89	24.97
6ivq	47.15	27.89	24.96
7c0q	47.15	27.88	24.96
3zmb	47.15	27.88	24.96
3bys	47.15	27.88	24.96
5mjb	47.15	27.88	24.96
4a5x	47.15	27.88	24.96
3ork	47.15	27.88	24.96
8bcd	47.15	27.89	24.96
3cv0	47.15	27.89	24.96
6gae	47.15	27.89	24.96
6qhl	47.15	27.89	24.96
3qne	47.15	27.89	24.96
4zki	47.15	27.89	24.96
8b2k	47.15	27.89	24.96
7vet	47.15	27.89	24.97
3uu4	47.14	27.89	24.97
2hv8	47.14	27.89	24.97
1kb9	47.14	27.89	24.97
5mi0	47.14	27.89	24.97
6p88	47.14	27.89	24.97
3iqv	47.14	27.89	24.97
7rgb	47.14	27.89	24.97
8whh	47.14	27.89	24.97
6kos	47.15	27.89	24.96
8h7e	47.15	27.89	24.96
4gl3	47.15	27.89	24.96
6xz4	47.15	27.89	24.96
5wa1	47.15	27.89	24.96
5hkx	47.15	27.89	24.96
1r1w	47.15	27.89	24.96
8jbm	47.15	27.89	24.96
2v7l	47.15	27.89	24.96
5zma	47.15	27.89	24.96
2qna	47.15	27.89	24.96
6s7l	47.15	27.89	24.96
7njb	47.15	27.89	24.96
3dhg	47.16	27.89	24.96
2ntu	47.16	27.88	24.96
5ot4	47.16	27.88	24.96
6qj1	47.16	27.88	24.96
1r6f	47.16	27.88	24.96
6mg3	47.17	27.88	24.95
6pmb	47.16	27.88	24.96
8qaf	47.16	27.88	24.96
4kyo	47.16	27.88	24.96
1tko	47.17	27.88	24.95
6hpn	47.17	27.88	24.95
1rtr	47.17	27.88	24.95
8po1	47.17	27.88	24.95
8ihw	47.17	27.88	24.95
7v1m	47.17	27.88	24.95
6naf	47.17	27.88	24.95
6c18	47.17	27.88	24.95
3egt	47.17	27.88	24.95
4uv8	47.17	27.88	24.95
3wqa	47.17	27.88	24.95
1d00	47.16	27.88	24.95
1fbo	47.16	27.88	24.95
4h3k	47.16	27.88	24.95
6blo	47.15	27.89	24.96
3m77	47.16	27.89	24.96
4lf4	47.15	27.89	24.96
5nb3	47.16	27.89	24.95
1pjm	47.16	27.88	24.95
6yib	47.17	27.88	24.95
8flh	47.17	27.88	24.95
5go2	47.17	27.88	24.95
2hht	47.17	27.88	24.95
2d3e	47.17	27.88	24.95
7ep0	47.17	27.88	24.95
7c1a	47.18	27.88	24.95
4doh	47.17	27.88	24.95
4ox9	47.16	27.89	24.95
5fjd	47.17	27.88	24.95
7c8e	47.17	27.88	24.95
5axs	47.17	27.88	24.95
2vzb	47.17	27.88	24.95
4u96	47.17	27.88	24.95
4zc4	47.17	27.88	24.95
5axi	47.18	27.88	24.95
8j8y	47.18	27.88	24.95
4uo0	47.17	27.88	24.95
4q1o	47.17	27.88	24.95
8juv	47.17	27.88	24.95
2ck3	47.16	27.89	24.95
5fbo	47.16	27.89	24.95
6xl3	47.16	27.89	24.95
1n1z	47.17	27.88	24.95
6gac	47.17	27.88	24.95
3jyy	47.17	27.88	24.95
5jdo	47.17	27.88	24.95
6cbs	47.17	27.88	24.95
1ehk	47.18	27.88	24.94
1ap9	47.18	27.88	24.94
5cbg	47.18	27.88	24.94
6ggh	47.18	27.88	24.94
2dq0	47.18	27.88	24.94
8gy1	47.18	27.88	24.94
4u4v	47.18	27.88	24.94
2yjm	47.18	27.88	24.94
2y4u	47.18	27.88	24.94
7mq1	47.18	27.88	24.94
7nhw	47.18	27.88	24.94
4wsg	47.18	27.88	24.94
8fmr	47.18	27.88	24.94
2zzf	47.18	27.88	24.94
5udl	47.18	27.88	24.94
3zjb	47.18	27.88	24.94
6wp8	47.18	27.88	24.94
3iqf	47.18	27.88	24.94
5kay	47.18	27.88	24.94
5uad	47.18	27.88	24.94
256b	47.18	27.88	24.94
7mrl	47.18	27.88	24.94
7qc0	47.18	27.88	24.94
4xgt	47.18	27.88	24.94
6z9a	47.18	27.88	24.94
7f2f	47.18	27.88	24.94
1mgy	47.18	27.88	24.94
3q5w	47.18	27.88	24.94
2xnd	47.18	27.88	24.94
8dgp	47.18	27.88	24.94
6vmz	47.17	27.88	24.94
7m8q	47.18	27.88	24.94
4x01	47.18	27.88	24.94
7cj3	47.18	27.88	24.94
6ipo	47.18	27.88	24.94
6gxc	47.18	27.88	24.94
3l8r	47.19	27.87	24.94
5wpn	47.19	27.87	24.94
5gpl	47.19	27.87	24.94
6o3v	47.18	27.88	24.94
6krh	47.18	27.88	24.94
7vgt	47.18	27.88	24.94
2rkh	47.18	27.88	24.94
8sg7	47.18	27.88	24.94
6qvz	47.18	27.88	24.94
6cbm	47.18	27.88	24.94
6d26	47.18	27.88	24.94
1n3f	47.18	27.88	24.94
3dsv	47.18	27.87	24.94
5h2l	47.19	27.87	24.94
4xi9	47.18	27.87	24.94
6k4k	47.18	27.88	24.94
1pl5	47.18	27.87	24.94
3rk3	47.19	27.87	24.94
6rsb	47.19	27.87	24.94
8au0	47.19	27.87	24.94
4k35	47.18	27.88	24.94
6zgr	47.19	27.87	24.94
7vqt	47.18	27.87	24.94
7bxq	47.18	27.88	24.94
8ffc	47.19	27.87	24.94
7n0a	47.19	27.87	24.94
4a3f	47.18	27.88	24.94
3ise	47.19	27.87	24.94
7biy	47.19	27.87	24.94
8k7z	47.19	27.87	24.94
4gfh	47.19	27.87	24.94
3har	47.19	27.87	24.94
3bpl	47.19	27.87	24.94
2csb	47.19	27.87	24.94
4l7t	47.19	27.87	24.94
3lxt	47.19	27.87	24.94
4rgp	47.19	27.87	24.94
6paj	47.19	27.87	24.94
3cih	47.19	27.87	24.94
6gkg	47.2	27.87	24.94
7s6m	47.19	27.87	24.94
3w3w	47.2	27.87	24.94
7oqu	47.2	27.87	24.94
7y44	47.2	27.86	24.93
1kpg	47.2	27.86	24.93
3ori	47.2	27.87	24.93
8peh	47.2	27.87	24.94
7vit	47.2	27.87	24.94
4dr4	47.19	27.87	24.94
5mij	47.19	27.87	24.94
4m4y	47.19	27.87	24.94
3ni0	47.19	27.87	24.94
7a6r	47.19	27.87	24.94
8dkg	47.19	27.87	24.94
5h2m	47.2	27.87	24.94
6zmb	47.2	27.87	24.94
3s4z	47.21	27.86	24.93
6zmc	47.21	27.86	24.93
4o4b	47.21	27.86	24.93
3ae7	47.21	27.86	24.93
6rir	47.21	27.86	24.93
8ihx	47.21	27.86	24.93
8rks	47.21	27.86	24.93
8icc	47.21	27.86	24.93
7lni	47.2	27.86	24.93
3zjz	47.2	27.86	24.93
3v5j	47.2	27.86	24.93
4brx	47.2	27.86	24.93
3oao	47.2	27.86	24.93
4iff	47.21	27.86	24.93
7c8j	47.21	27.86	24.93
5c1m	47.21	27.86	24.93
1kx0	47.2	27.86	24.93
1yij	47.19	27.87	24.94
4o9w	47.19	27.87	24.94
2prc	47.19	27.87	24.94
8roj	47.19	27.87	24.94
7bim	47.2	27.87	24.94
3piy	47.2	27.87	24.94
5nlx	47.2	27.86	24.94
4gvj	47.2	27.86	24.94
3hpo	47.2	27.86	24.94
4wlp	47.2	27.86	24.94
3umk	47.2	27.86	24.94
6wqd	47.2	27.86	24.94
1b71	47.2	27.86	24.94
8gji	47.2	27.86	24.93
4doe	47.2	27.86	24.94
5t36	47.2	27.86	24.93
5eyb	47.2	27.86	24.93
3bj4	47.2	27.86	24.93
3czo	47.21	27.86	24.93
8fhc	47.21	27.86	24.93
6b87	47.21	27.86	24.93
2wrb	47.21	27.86	24.93
4e6k	47.21	27.86	24.93
7aad	47.21	27.86	24.93
4l1o	47.21	27.86	24.93
5wbj	47.2	27.86	24.94
7bqi	47.21	27.86	24.94
7r3v	47.21	27.86	24.94
2e2i	47.19	27.87	24.94
6ocq	47.19	27.87	24.94
2ba2	47.19	27.87	24.94
2hhu	47.19	27.87	24.94
7tva	47.19	27.87	24.94
4h3h	47.2	27.87	24.94
2rgr	47.19	27.87	24.94
5whr	47.2	27.87	24.94
3d90	47.2	27.86	24.94
8hq6	47.2	27.86	24.94
5c22	47.2	27.86	24.94
5ve8	47.21	27.86	24.93
5c7q	47.21	27.86	24.93
5aql	47.21	27.86	24.93
5tfu	47.21	27.86	24.93
2j2f	47.21	27.86	24.93
8bb6	47.22	27.86	24.93
2bjy	47.22	27.85	24.93
6cys	47.22	27.85	24.92
6wk5	47.22	27.85	24.92
4f65	47.22	27.85	24.93
6rh7	47.22	27.85	24.93
4i5s	47.22	27.85	24.93
4cem	47.22	27.85	24.92
3tax	47.22	27.85	24.93
3lj5	47.23	27.85	24.93
3wvw	47.23	27.85	24.92
4qnc	47.23	27.85	24.92
4wik	47.23	27.85	24.92
1l1e	47.23	27.85	24.92
5yps	47.23	27.85	24.92
2bl2	47.24	27.84	24.92
2vpw	47.23	27.85	24.92
2gnx	47.23	27.85	24.92
5oiw	47.23	27.85	24.92
7xb0	47.23	27.85	24.92
5xfa	47.23	27.85	24.92
3sci	47.23	27.85	24.92
6elk	47.23	27.85	24.92
5kmo	47.23	27.85	24.92
4d4y	47.23	27.85	24.92
7o3a	47.23	27.85	24.92
8ebf	47.23	27.85	24.92
6zab	47.23	27.85	24.92
8f4e	47.23	27.85	24.92
8a2b	47.23	27.85	24.92
1odb	47.23	27.85	24.92
4x6g	47.22	27.85	24.92
3q7l	47.23	27.85	24.92
5fc8	47.23	27.85	24.92
4c0o	47.23	27.85	24.92
3qt1	47.22	27.85	24.92
4w80	47.23	27.85	24.92
6su3	47.23	27.85	24.92
6blp	47.22	27.86	24.93
2x2v	47.22	27.85	24.92
4og5	47.22	27.85	24.92
6y3o	47.22	27.85	24.92
2etn	47.22	27.85	24.92
3wjn	47.23	27.85	24.92
6x9h	47.22	27.85	24.92
7xyt	47.22	27.85	24.92
6bp6	47.22	27.85	24.92
1uny	47.23	27.85	24.92
6e2j	47.23	27.85	24.92
4gip	47.22	27.85	24.92
1s4b	47.22	27.85	24.92
6dc5	47.21	27.86	24.93
8whl	47.22	27.86	24.92
1jig	47.22	27.86	24.92
6p1m	47.22	27.86	24.92
7nxc	47.22	27.86	24.92
6ivk	47.22	27.86	24.92
6fhn	47.22	27.86	24.92
4jl0	47.22	27.86	24.92
1wy1	47.22	27.86	24.92
6rsd	47.22	27.86	24.92
4cqv	47.22	27.86	24.92
4k4h	47.22	27.86	24.93
3sy2	47.21	27.86	24.93
4uxz	47.22	27.86	24.93
7y7t	47.21	27.86	24.93
3nmu	47.21	27.86	24.93
6h48	47.21	27.86	24.93
8en9	47.21	27.86	24.93
4lls	47.22	27.86	24.92
2xra	47.21	27.86	24.92
3n5b	47.21	27.86	24.93
6noi	47.21	27.86	24.93
6o6t	47.21	27.86	24.93
8c0d	47.21	27.86	24.93
3ols	47.21	27.86	24.93
7xje	47.21	27.86	24.93
2jee	47.21	27.86	24.92
8bsl	47.21	27.86	24.93
3h3c	47.21	27.86	24.93
5e7o	47.19	27.87	24.93
8g0h	47.19	27.88	24.93
2iiu	47.19	27.88	24.93
7o8s	47.19	27.87	24.93
7rfl	47.19	27.88	24.93
6fbg	47.19	27.88	24.93
5oj8	47.19	27.88	24.93
1gd2	47.19	27.88	24.93
3x3b	47.19	27.88	24.93
5y5t	47.19	27.88	24.93
5w9a	47.19	27.88	24.93
5a4c	47.19	27.88	24.93
1ug9	47.19	27.88	24.93
4ruf	47.19	27.88	24.93
6jzz	47.19	27.88	24.93
2j1p	47.19	27.88	24.93
5bse	47.19	27.88	24.93
4wwb	47.19	27.88	24.93
7s6t	47.2	27.87	24.93
5mc9	47.19	27.87	24.93
6byl	47.2	27.87	24.93
4gxx	47.2	27.87	24.93
6zgu	47.2	27.87	24.93
6j9r	47.2	27.87	24.93
3tfr	47.2	27.87	24.93
4mz5	47.2	27.87	24.93
6e7f	47.2	27.87	24.93
4dyn	47.2	27.87	24.93
8x2t	47.2	27.87	24.93
3qm4	47.2	27.87	24.93
6ubp	47.2	27.87	24.93
5h6r	47.2	27.87	24.93
5zfp	47.22	27.86	24.92
1oq9	47.22	27.86	24.92
2ric	47.22	27.86	24.92
4kdm	47.21	27.86	24.93
6ve0	47.21	27.86	24.93
5cw3	47.21	27.86	24.93
8hdu	47.21	27.86	24.92
4pna	47.22	27.86	24.92
5wnv	47.21	27.86	24.93
4gjh	47.21	27.87	24.93
3s16	47.2	27.87	24.93
6enw	47.2	27.87	24.93
6n63	47.2	27.87	24.93
5uaj	47.19	27.88	24.94
5j1h	47.19	27.88	24.93
4zjl	47.19	27.87	24.93
7p0s	47.19	27.87	24.93
5xmg	47.19	27.87	24.93
6eik	47.19	27.87	24.93
